id,version,id_code,name,group_code,group_label,tier,phase,likely_phase,phase_rationale,key_figures,primary_source,one_line_pitch,description,connects_to_raw,connects_to_ids,master_table_connections,discipline_phase,discipline_name,source_file,source_date
v7-perfumery-and-olfactory-composition,v7,C8,Perfumery & Olfactory Composition,C,Group C — Craft-Focused Deep Dives,,,,,Jean-Claude Ellena|Edmond Roudnitska|Luca Turin|the Grasse tradition|modern molecular perfumery,"Ellena, Roudnitska, Turin",The sense-based art with the weakest theory,"The least theoretically mature of the sense-based arts, and therefore the most promising to think carefully about. How does a perfumer construct a three-part ""accord"" — top, heart, base — from dozens of volatile molecules? What is the relationship between olfactory memory and emotion? Turin's *The Secret of Scent* proposes a quantum-vibrational theory of olfaction that remains contested; Ellena's *The Diary of a Nose* is a practitioner's memoir of sustained attention.",Cognitive Science (v5)|Chemistry|Aesthetics (v5)|Psychoanalysis (Group D),v5-cognitive-science-and-perception||v5-aesthetics-and-philosophy-of-art|v7-psychoanalysis,,10,Frontiers & Deep Structure,research-topics-v7.md,2026-04-16
v7-bonsai-and-japanese-gardening-karesansui,v7,C9,Bonsai & Japanese Gardening (Karesansui),C,Group C — Craft-Focused Deep Dives,,,,,Saihō-ji|Ryōan-ji|the Kokedera moss garden|Sen no Rikyū|Mirei Shigemori,"Saihō-ji, Ryōan-ji, Rikyū",Design at tree-time,"Design at tree-time. Bonsai is training a tree over decades or centuries; karesansui dry-rock gardens are meditations on emptiness and composition. Both make explicit that design has a temporal dimension — the final form is the whole trajectory, not the current snapshot. The tea-garden tradition (*roji*) is a further refinement where the path to the tea house is itself choreographed to prepare the visitor.",Japanese Aesthetics (Group D)|Eastern Philosophy|Permaculture (below)|Architecture,v7-japanese-aesthetics|v5-eastern-philosophy||,,7,"Life, Form & Nature",research-topics-v7.md,2026-04-16
v7-sailing-and-navigation,v7,C10,Sailing & Navigation,C,Group C — Craft-Focused Deep Dives,,,,,Joshua Slocum|Eric Hiscock|the Admiralty Manual of Seamanship|dead reckoning|celestial navigation|modern GPS and electronic charting,"Slocum, Hiscock, the Admiralty Manual","Aerodynamics, geometry, and fatigue-decisions at sea","The art of moving a small vessel on the open ocean. Rigging and sail trim are a hands-on course in applied aerodynamics; celestial navigation teaches the actual geometry of the Earth (the sextant, the nautical almanac, the sight reduction tables); watch standing is a practical course in sleep, attention, and decision-making under fatigue. Slocum's *Sailing Alone Around the World* (1900) and Hiscock's *Cruising Under Sail* are primary texts; Bernard Moitessier is the philosophical edge.",Cartography (v5)|Decision Theory (v5)|Fluid Dynamics|Survival Skills,v5-cartography-and-data-visualization|v5-decision-theory-and-rationality||,,10,Frontiers & Deep Structure,research-topics-v7.md,2026-04-16
v7-permaculture-and-regenerative-agriculture,v7,C11,Permaculture & Regenerative Agriculture,C,Group C — Craft-Focused Deep Dives,,,,,Bill Mollison|David Holmgren|Masanobu Fukuoka|Mark Shepard|Allan Savory,"Mollison, Holmgren, Fukuoka",Living-systems design at land scale,"Living-systems design at the scale of a piece of land. The twelve permaculture principles, Fukuoka's *One-Straw Revolution*, Savory's holistic grazing, Shepard's restoration agriculture, and the broader agroecology literature. A direct practical application of systems thinking, ecology, and pattern-language design to the question of how humans can inhabit land productively without degrading it.


---",Ecology (v6)|Systems Thinking (v5)|Biomimicry (v6)|Christopher Alexander,v6-ecology-and-ecosystem-dynamics|v5-systems-thinking-and-system-dynamics|v5-biomimicry-and-nature-inspired-design|,,7,"Life, Form & Nature",research-topics-v7.md,2026-04-16
v7-linear-algebra,v7,D1,Linear Algebra,D,Group D — Disciplinary Deep Dives,,,,,Strang|Axler|Halmos|Trefethen & Bau,"Strang, Axler, Trefethen & Bau","The substrate beneath ML, graphics, DSP, quantum","The mathematical substrate beneath machine learning, computer graphics, DSP, quantum mechanics, and general relativity. Matrices as linear maps, eigenvalues and eigenvectors, the singular value decomposition, tensor products, duality, and the various matrix decompositions (LU, QR, Schur, Jordan). Strang's MIT 18.06 lectures and Axler's *Linear Algebra Done Right* are the two classic on-ramps; Trefethen & Bau's *Numerical Linear Algebra* is the computational companion.",Machine Learning (v5)|DSP (v5)|Quantum Computing (v5)|Computer Graphics (v5),v5-machine-learning-and-statistical-learning-theory||v5-quantum-computing-and-quantum-information|v5-computer-graphics-and-computational-imaging,,8,Quantitative Reasoning & Decision,research-topics-v7.md,2026-04-16
v7-real-and-complex-analysis,v7,D2,Real & Complex Analysis,D,Group D — Disciplinary Deep Dives,,,,,Rudin|Ahlfors|Terence Tao|Stephen Abbott,"Rudin, Ahlfors, Tao",The rigorous machinery beneath calculus,"The rigorous machinery beneath calculus. Sequences, series, limits, continuity, differentiation, measure, integration — and then the complex plane, where analytic functions have astonishing rigidity (Cauchy's theorem, the residue theorem, the maximum modulus principle, conformal mappings). The foundation for almost all of classical applied mathematics. Abbott's *Understanding Analysis* is the gentler entry; Rudin is the rite of passage.",Probability|DSP (v5)|Mathematical Physics (v5)|Quantum Mechanics (below),||v5-mathematical-physics-and-symmetry|,,8,Quantitative Reasoning & Decision,research-topics-v7.md,2026-04-16
v7-statistics-classical-and-modern,v7,D3,Statistics (Classical & Modern),D,Group D — Disciplinary Deep Dives,,,,,Fisher|Neyman–Pearson|Tukey|Efron|Gelman,"Fisher, Tukey, Efron, Gelman","Inference, testing, experimental design","Surprisingly absent from v5 despite Probability and Machine Learning both being present. Frequentist inference, hypothesis testing, confidence intervals, experimental design (factorials, blocks, Latin squares), resampling (bootstrap, jackknife, permutation tests), modern robust statistics, and the ongoing Bayesian / frequentist dialogue. Tukey's *Exploratory Data Analysis* is a rare joy; Gelman's *Data Analysis Using Regression and Multilevel Models* is the modern applied reference.",Probability|Machine Learning (v5)|Causal Inference (v5)|Measurement Theory (v5),|v5-machine-learning-and-statistical-learning-theory|v5-causal-inference-and-causal-models|v5-measurement-theory-metrology-and-representation,,8,Quantitative Reasoning & Decision,research-topics-v7.md,2026-04-16
v7-quantum-mechanics-as-physics,v7,D4,Quantum Mechanics (as physics),D,Group D — Disciplinary Deep Dives,,,,,Dirac|Feynman|Griffiths|Sakurai|Bohm,"Dirac, Feynman, Sakurai","QM as physics, distinct from QM as computation","Distinct from v5's Quantum Computing topic, which is centred on qubits and algorithms. Here the focus is physical: Schrödinger and Heisenberg pictures, path integrals, angular momentum, scattering, identical particles, and the interpretations (Copenhagen, many-worlds, de Broglie–Bohm pilot wave, relational, QBism). Feynman's *Lectures on Physics* Volume III remains a top-tier introduction; Sakurai's *Modern Quantum Mechanics* is the graduate-level standard.",Relativity|Quantum Computing (v5)|Mathematical Physics (v5)|Philosophy of Mind,|v5-quantum-computing-and-quantum-information|v5-mathematical-physics-and-symmetry|v5-philosophy-of-mind-and-consciousness,,10,Frontiers & Deep Structure,research-topics-v7.md,2026-04-16
v7-cosmology-and-astrophysics,v7,D5,Cosmology & Astrophysics,D,Group D — Disciplinary Deep Dives,,,,,Weinberg|Peebles|Martin Rees|Penrose|the Planck|JWST|LIGO|Event Horizon Telescope eras,"Weinberg, Peebles, Rees",The outward scale from Relativity,"The outward scale from Relativity. General-relativistic cosmology, ΛCDM, inflation and its alternatives, the cosmic microwave background, dark matter and dark energy, stellar nucleosynthesis, black holes and gravitational waves. Weinberg's *The First Three Minutes* and Rees's *Just Six Numbers* are the classic popular entries; Peebles is the technical standard; *The Road to Reality* (Group B) is a useful companion.",Relativity|Quantum Mechanics|Mathematical Physics (v5)|Thermodynamics (v5),|v7-quantum-mechanics-as-physics|v5-mathematical-physics-and-symmetry|v5-thermodynamics-statistical-mechanics-and-arrow-of-time,,10,Frontiers & Deep Structure,research-topics-v7.md,2026-04-16
v7-cell-and-molecular-biology,v7,D6,Cell & Molecular Biology,D,Group D — Disciplinary Deep Dives,,,,,Alberts et al. (Molecular Biology of the Cell)|James Watson|the central dogma|modern single-cell sequencing,"Alberts, Watson, central dogma",The substrate on which evolution operates,"The substrate on which evolution actually operates. DNA replication, transcription, translation; membrane biology; the cell cycle; signaling networks; the gigantic biochemical machines (ribosomes, proteasomes, spliceosomes) that do the routine work of cellular life. Alberts's textbook is the standard; Molecular Biology of the Gene (Watson et al.) is the complementary gene-focused view; Larry Gonick's *Cartoon Guide to Genetics* is a surprisingly good popular warm-up.",Evolution|Morphogenesis (v5)|Synthetic Biology (Group E)|Complex Systems (v5),|v5-morphogenesis-and-biological-pattern-formation|v7-synthetic-biology-and-crispr-era-genetics|v5-complex-systems-and-chaos-theory,,7,"Life, Form & Nature",research-topics-v7.md,2026-04-16
v7-immunology,v7,D7,Immunology,D,Group D — Disciplinary Deep Dives,,,,,Janeway's Immunobiology|Susumu Tonegawa|Paul Ehrlich|the innate vs. adaptive systems|modern checkpoint therapies,"Janeway, Tonegawa",Self/non-self recognition as computation,"The study of self / non-self recognition at a molecular level — arguably the most explicitly computational system in biology. Antibody generation through V(D)J recombination, T-cell receptor diversity, HLA matching, inflammation, tolerance, autoimmunity, and vaccine design. An entire distributed information-processing system living inside every vertebrate, with pattern recognition, memory, and clonal-selection dynamics built in.",Evolution|Cell & Molecular Biology|Complex Systems (v5)|Network Science (v5),|v7-cell-and-molecular-biology|v5-complex-systems-and-chaos-theory|v5-network-science-and-graph-theory,,7,"Life, Form & Nature",research-topics-v7.md,2026-04-16
v7-paleontology-and-deep-time,v7,D8,Paleontology & Deep Time,D,Group D — Disciplinary Deep Dives,,,,,Stephen Jay Gould|Neil Shubin|Richard Fortey|the Burgess Shale|the five great mass extinctions,"Gould, Shubin, Fortey",The actual timescale evolution inhabits,"The actual timescale evolution inhabits. Stratigraphy, radiometric dating, fossil reconstruction, punctuated equilibrium, the major transitions in evolution (Cambrian explosion, the Devonian colonization of land, the K-Pg extinction, the rise of mammals and primates). Fortey's *Life: A Natural History of the First Four Billion Years* is a lovely single-volume tour; Gould's *Wonderful Life* remains essential on the Burgess Shale; Shubin's *Your Inner Fish* is the pop accessible entry.",Evolution|Geology|Astrobiology (v6)|History & Philosophy of Science (v5),||v6-astrobiology-and-origin-of-life|v5-history-and-philosophy-of-science,,7,"Life, Form & Nature",research-topics-v7.md,2026-04-16
v7-climate-science-and-earth-systems,v7,D9,Climate Science & Earth Systems,D,Group D — Disciplinary Deep Dives,,,,,IPCC reports|James Lovelock (Gaia hypothesis)|Johan Rockström (planetary boundaries)|Syukuro Manabe,"IPCC, Lovelock, Rockström",Systems thinking at civilizational stakes,"Large-scale systems thinking at civilizational stakes. Radiative forcing, the carbon cycle, ocean–atmosphere coupling, ice sheet dynamics, climate-sensitivity estimates, the planetary-boundaries framework, and the political economy of decarbonization. Essential to understand both as physics and as governance problem. The IPCC Working Group reports are surprisingly readable given their size; David Archer's *Global Warming: Understanding the Forecast* is a fine single-volume primer.",Systems Thinking (v5)|Ecology (v6)|Cliodynamics (v6)|Longtermism (Group E),v5-systems-thinking-and-system-dynamics|v6-ecology-and-ecosystem-dynamics|v6-cliodynamics-and-mathematical-history|v7-longtermism-and-existential-risk-studies,,7,"Life, Form & Nature",research-topics-v7.md,2026-04-16
v7-political-philosophy,v7,D10,Political Philosophy,D,Group D — Disciplinary Deep Dives,,,,,Plato|Aristotle|Hobbes|Locke|Rousseau|J.S. Mill|Rawls|Nozick|MacIntyre|Sandel,"Plato → Rawls, Nozick, Sandel",What legitimates authority and justifies justice?,"From *The Republic* to *A Theory of Justice*, the Western tradition's sustained attempt to answer a small set of hard questions: what legitimates political authority? what is justice? what do citizens owe each other? The 20th-century debates between Rawls and Nozick, and the communitarian critique from MacIntyre and Sandel, remain live and directly relevant to contemporary AI governance and platform economics. Overlaps with Greek Philosophy but deserves its own sustained thread.",Greek Philosophy|Ethics (below)|Anthropology (v5)|Economics,||v5-anthropology-cultural-evolution-and-technology-studies|,,5,"Culture, History & Worldview",research-topics-v7.md,2026-04-16
v7-ethics-consequentialism-deontology-virtue,v7,D11,Ethics (Consequentialism / Deontology / Virtue),D,Group D — Disciplinary Deep Dives,,,,,Aristotle (virtue)|Kant (deontology)|Mill & Bentham (utilitarianism)|Anscombe|Williams|Parfit|MacIntyre,"Aristotle, Kant, Mill, Parfit","Three normative traditions, applied to an AI era","The three main normative traditions, their internal varieties, and the meta-ethical questions about whether moral claims are true, objective, or reducible. Applied ethics — bioethics, environmental ethics, AI ethics — flows directly from these foundations. Parfit's *Reasons and Persons* is among the most rigorous pieces of moral philosophy ever written; Williams's *Ethics and the Limits of Philosophy* is the sharp critique from the other side.",Greek Philosophy|Political Philosophy|AI Alignment (Group E)|Philosophy of Mind,|v7-political-philosophy|v7-ai-alignment-and-safety|v5-philosophy-of-mind-and-consciousness,,5,"Culture, History & Worldview",research-topics-v7.md,2026-04-16
v7-existentialism,v7,D12,Existentialism,D,Group D — Disciplinary Deep Dives,,,,,Kierkegaard|Nietzsche|Heidegger|Sartre|Camus|de Beauvoir,"Kierkegaard, Nietzsche, Sartre, Camus","Meaning, authenticity, freedom, finitude","The Western tradition's sustained argument with itself about meaning, authenticity, freedom, and finitude. Kierkegaard's ""leap of faith,"" Nietzsche's revaluation of values, Heidegger's *Being and Time*, Sartre's ""existence precedes essence,"" Camus's absurd, de Beauvoir's ethics of ambiguity. A natural counterpoint to Eastern Philosophy, a deep prerequisite for Phenomenology, and still unusually readable compared to most academic philosophy.",Phenomenology (v5)|Eastern Philosophy|Philosophy of Mind|Ethics,v5-phenomenology-and-embodied-experience|v5-eastern-philosophy|v5-philosophy-of-mind-and-consciousness|v7-ethics-consequentialism-deontology-virtue,,5,"Culture, History & Worldview",research-topics-v7.md,2026-04-16
v7-psychoanalysis,v7,D13,Psychoanalysis,D,Group D — Disciplinary Deep Dives,,,,,Freud|Jung|Lacan|Melanie Klein|Donald Winnicott|Wilfred Bion,"Freud, Lacan, Klein, Winnicott",The structure of the unconscious (distinct from v6 Jungian track),"Distinct from v6's *Comparative Mythology & Depth Psychology*, which is framed around Jung and Joseph Campbell. Classical psychoanalysis proper is concerned with the structure of the unconscious, drives, repression, dream-work, transference, and the clinical setting. Lacan's linguistic turn (""the unconscious is structured like a language"") deserves particular attention for its influence on structuralism, critical theory, and film studies.",Comparative Mythology (v6)|Philosophy of Mind|Semiotics|Existentialism,v6-comparative-mythology-and-depth-psychology|v5-philosophy-of-mind-and-consciousness|v5-semiotics-structuralism-and-the-science-of-signs|v7-existentialism,,3,Mind & Perception,research-topics-v7.md,2026-04-16
v7-developmental-psychology,v7,D14,Developmental Psychology,D,Group D — Disciplinary Deep Dives,,,,,Piaget|Vygotsky|John Bowlby|Jerome Kagan|Michael Tomasello,"Piaget, Vygotsky, Tomasello",How minds assemble over time,"How minds assemble over time. Piagetian stages, Vygotsky's zone of proximal development, attachment theory, temperament, theory-of-mind development, and Tomasello's work on shared intentionality as the origin of human cognition. Essential for understanding Seymour Papert's constructionism and for anyone designing for children or building learning systems.",Cognitive Science (v5)|Seymour Papert (Group A)|Education|Neuroscience (v5),v5-cognitive-science-and-perception|v7-seymour-papert||v5-neuroscience-and-neural-computation,,3,Mind & Perception,research-topics-v7.md,2026-04-16
v7-flow-and-positive-psychology,v7,D15,Flow & Positive Psychology,D,Group D — Disciplinary Deep Dives,,,,,Csikszentmihalyi|Seligman|Peterson|Fredrickson,"Csikszentmihalyi, Seligman","A psychology of flourishing, not just of deficit","A psychology concerned with what makes lives flourish rather than with what makes them fail. Flow (total absorption in challenge-matched activity), character strengths, gratitude, resilience, meaningful engagement. The field has internal debates about rigor (the replication crisis has been unkind to parts of it), but the core findings on flow in particular are a useful bridge from cognition to craft practice — and from clinical-deficit models of the mind to capability-building ones.",Craft Mastery|Cognitive Science (v5)|Music Theory|HCI,|v5-cognitive-science-and-perception||v5-human-computer-interaction-and-interface-design,,3,Mind & Perception,research-topics-v7.md,2026-04-16
v7-japanese-aesthetics,v7,D16,Japanese Aesthetics,D,Group D — Disciplinary Deep Dives,,,,,Yanagi Sōetsu (The Unknown Craftsman)|Tanizaki (In Praise of Shadows)|Okakura Kakuzō (The Book of Tea)|Zeami,"Yanagi, Tanizaki, Okakura, Zeami","wabi-sabi, mono no aware, yūgen, ma as a unified theory","A unified theory assembled across centuries of poetry, tea ceremony, Noh theatre, pottery, ink painting, and architecture. *Wabi-sabi* (beauty of imperfection and impermanence), *mono no aware* (the pathos of transient things), *yūgen* (profound mystery), *ma* (negative space), *iki* (sophisticated restraint), *shibui* (astringent beauty). Tanizaki's *In'ei Raisan* is a fine literary distillation; Donald Keene's surveys are the scholarly entry.


---",Eastern Philosophy|Aesthetics (v5)|Architecture|Tadao Ando (Group A),v5-eastern-philosophy|v5-aesthetics-and-philosophy-of-art||v7-tadao-ando,,5,"Culture, History & Worldview",research-topics-v7.md,2026-04-16
v7-ai-alignment-and-safety,v7,E1,AI Alignment & Safety,E,Group E — Emerging & Speculative,,,,,Stuart Russell (Human Compatible)|Nick Bostrom (Superintelligence)|Paul Christiano|Dario Amodei|the RLHF|constitutional AI|scalable oversight research programmes,"Russell, Bostrom, Christiano, Amodei",Making AI reliably do what we actually want,"The technical and philosophical question of how to build AI systems whose behavior reliably matches what we actually want. Reward specification, inner/outer alignment, deceptive alignment, corrigibility, interpretability as an alignment tool, scalable oversight (debate, iterated amplification, constitutional AI), and the open question of what ""values"" even means for systems we do not fully understand. Active research on this frontier is unusually public; the LessWrong and Alignment Forum archives are primary source material.",Machine Learning (v5)|Decision Theory (v5)|Ethics (Group D)|Philosophy of Mind,v5-machine-learning-and-statistical-learning-theory|v5-decision-theory-and-rationality|v7-ethics-consequentialism-deontology-virtue|v5-philosophy-of-mind-and-consciousness,,10,Frontiers & Deep Structure,research-topics-v7.md,2026-04-16
v7-mechanistic-interpretability,v7,E2,Mechanistic Interpretability,E,Group E — Emerging & Speculative,,,,,Chris Olah|Neel Nanda|the Anthropic interpretability team|the Transformer Circuits thread|sparse autoencoders|dictionary learning,"Olah, Nanda, Anthropic interp team",Reverse-engineering trained networks,"The neuroscience of artificial neural networks: circuits, features, superposition, induction heads, monosemantic neurons, dictionary learning from activations. The research programme attempts to reverse-engineer what trained networks actually compute, bottom-up, through individual components rather than via behavioral probing. Still young as a field but already producing fine-grained results on small-to-medium language models and vision models.",AI Alignment|Machine Learning (v5)|Neuroscience (v5)|Reservoir Computing (v6),v7-ai-alignment-and-safety|v5-machine-learning-and-statistical-learning-theory|v5-neuroscience-and-neural-computation|v6-reservoir-computing-and-neuromorphic-computation,,10,Frontiers & Deep Structure,research-topics-v7.md,2026-04-16
v7-synthetic-biology-and-crispr-era-genetics,v7,E3,Synthetic Biology & CRISPR-era Genetics,E,Group E — Emerging & Speculative,,,,,Jennifer Doudna|Emmanuelle Charpentier|George Church|Drew Endy|Craig Venter|the iGEM competition,"Doudna, Charpentier, Church, Endy",Engineering life,"Engineering life. CRISPR/Cas gene editing, prime editing, base editing, gene drives, synthetic genomes, designer microbes for drug and materials production, xenobots, and the nascent field of ""living materials."" Questions span the technical (delivery, off-target effects, immunogenicity), the ecological (gene drives in the wild, population-level impact), and the ethical (germline editing, de-extinction, the limits of consent).",Cell & Molecular Biology|Evolution|Astrobiology (v6)|Ethics (Group D),v7-cell-and-molecular-biology||v6-astrobiology-and-origin-of-life|v7-ethics-consequentialism-deontology-virtue,,10,Frontiers & Deep Structure,research-topics-v7.md,2026-04-16
v7-brain-computer-interfaces-and-spatial-computing,v7,E4,Brain-Computer Interfaces & Spatial Computing,E,Group E — Emerging & Speculative,,,,,Neuralink|BrainGate|Synchron|Meta Reality Labs|Apple Vision Pro|the Sutherland tradition,"Neuralink, BrainGate, Vision Pro",Where phenomenology and hardware meet,"Where phenomenology and hardware meet. Invasive vs. non-invasive BCIs (microelectrodes, ECoG, EEG, fMRI, MEG, fNIRS), motor imagery decoding, speech synthesis from cortical signals, and the convergence with AR/VR into ""spatial computing."" Raises serious questions about embodiment, agency, privacy, and the limits of first-person experience — and is beginning to deliver real clinical results for locked-in patients.",HCI|Phenomenology (v5)|Neuroscience (v5)|Robotics (v5),v5-human-computer-interaction-and-interface-design|v5-phenomenology-and-embodied-experience|v5-neuroscience-and-neural-computation|v5-robotics-and-embodied-intelligence,,10,Frontiers & Deep Structure,research-topics-v7.md,2026-04-16
v7-prediction-markets-and-epistemic-infrastructure,v7,E5,Prediction Markets & Epistemic Infrastructure,E,Group E — Emerging & Speculative,,,,,Robin Hanson|Manifold|Polymarket|Kalshi|the Good Judgment Project|Philip Tetlock,"Hanson, Manifold, Polymarket, Tetlock",Forecasting as a civic tool,"Forecasting as a civic tool. The theory of prediction markets (information aggregation, incentive compatibility, manipulation-resistance, liquidity dynamics) and the practice (what actually happens when you run one at scale, including the politics of which contracts are legal where). Superforecasting, calibration training, scoring rules. An under-appreciated branch of collective intelligence work, still establishing its institutional form.",Decision Theory (v5)|Collective Intelligence (v5)|Game Theory (v5)|Causal Inference (v5),v5-decision-theory-and-rationality|v5-collective-intelligence-and-coordination-systems|v5-game-theory-and-mechanism-design|v5-causal-inference-and-causal-models,,10,Frontiers & Deep Structure,research-topics-v7.md,2026-04-16
v7-longtermism-and-existential-risk-studies,v7,E6,Longtermism & Existential Risk Studies,E,Group E — Emerging & Speculative,,,,,Nick Bostrom|Derek Parfit|Toby Ord (The Precipice)|William MacAskill|Owen Cotton-Barratt|the Future of Humanity Institute and CSER,"Bostrom, Ord, MacAskill",The normative frame for civilizational thinking,"The normative claim that the long-term future matters morally, and the empirical study of what could prevent humanity from having one. Asteroid impacts, engineered pandemics, unaligned AI, great-power nuclear war, engineered totalitarianism. Philosophically contested (population ethics is hard; strong longtermism has prominent critics), but the research programme has become institutionally serious in the past decade.",Ethics|AI Alignment|Cliodynamics (v6)|Political Philosophy,v7-ethics-consequentialism-deontology-virtue|v7-ai-alignment-and-safety|v6-cliodynamics-and-mathematical-history|v7-political-philosophy,,10,Frontiers & Deep Structure,research-topics-v7.md,2026-04-16
v7-digital-commons-and-platform-economics,v7,E7,Digital Commons & Platform Economics,E,Group E — Emerging & Speculative,,,,,Elinor Ostrom (translated to digital)|Yochai Benkler|Shoshana Zuboff|the Wikipedia governance model|open-source stewardship patterns,"Ostrom (digital), Benkler, Zuboff",Commons theory meeting the modern internet,"Ostrom-style commons theory meeting the modern internet. The governance of digital commons (Wikipedia, open-source software, open scientific knowledge), platform monopoly dynamics, algorithmic labor markets, data commons and data trusts, and the ongoing legal and political contest over what ""public infrastructure"" means in a fully online economy. Zuboff's *Surveillance Capitalism* is the critical pole; Benkler's *Wealth of Networks* is the constructive pole.


---",Economics|Collective Intelligence (v5)|Anthropology (v5)|Attention Economy (v6),|v5-collective-intelligence-and-coordination-systems|v5-anthropology-cultural-evolution-and-technology-studies|v6-attention-studies-and-the-attention-economy,,10,Frontiers & Deep Structure,research-topics-v7.md,2026-04-16
